tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
f__DTU030,o__DTU030,rank_4,f__DTU030,Root,d__Bacteria,p__DTU030,c__DTU030,o__DTU030,f__DTU030,,
g__DTU030,f__DTU030,rank_5,g__DTU030,Root,d__Bacteria,p__DTU030,c__DTU030,o__DTU030,f__DTU030,g__DTU030,
s__Didymococcus_sp1,g__Didymococcus,rank_6,s__Didymococcus_sp1,Root,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Didymococcus,s__Didymococcus_sp1
g__Ruminococcus_F,f__Ruminococcaceae,rank_5,g__Ruminococcus_F,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_F,
s__Ruminococcus_F_champanellensis,g__Ruminococcus_F,rank_6,s__Ruminococcus_F_champanellensis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_F,s__Ruminococcus_F_champanellensis
s__Sulfurospirillum_cavolei,g__Sulfurospirillum,rank_6,s__Sulfurospirillum_cavolei,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurospirillaceae,g__Sulfurospirillum,s__Sulfurospirillum_cavolei
s__Streptococcus_anginosus,g__Streptococcus,rank_6,s__Streptococcus_anginosus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_anginosus
g__Aquincola,f__Burkholderiaceae,rank_5,g__Aquincola,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Aquincola,
s__Aquincola_tertiaricarbonis,g__Aquincola,rank_6,s__Aquincola_tertiaricarbonis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Aquincola,s__Aquincola_tertiaricarbonis
s__Neptunomonas_phycophila,g__Neptunomonas,rank_6,s__Neptunomonas_phycophila,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Neptunomonas,s__Neptunomonas_phycophila
s__Loktanella_vestfoldensis_B,g__Loktanella,rank_6,s__Loktanella_vestfoldensis_B,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Loktanella,s__Loktanella_vestfoldensis_B
g__Rhodoblastus,f__Beijerinckiaceae,rank_5,g__Rhodoblastus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Rhodoblastus,
s__Rhodoblastus_acidophilus,g__Rhodoblastus,rank_6,s__Rhodoblastus_acidophilus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Rhodoblastus,s__Rhodoblastus_acidophilus
g__Paenalcaligenes,f__Burkholderiaceae,rank_5,g__Paenalcaligenes,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Paenalcaligenes,
s__Paenalcaligenes_hominis,g__Paenalcaligenes,rank_6,s__Paenalcaligenes_hominis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Paenalcaligenes,s__Paenalcaligenes_hominis
g__Acidihalobacter_A,f__Acidihalobacteraceae,rank_5,g__Acidihalobacter_A,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Acidihalobacteraceae,g__Acidihalobacter_A,
s__Acidihalobacter_A_ferrooxidans,g__Acidihalobacter_A,rank_6,s__Acidihalobacter_A_ferrooxidans,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Acidihalobacteraceae,g__Acidihalobacter_A,s__Acidihalobacter_A_ferrooxidans
s__Methylomonas_lenta,g__Methylomonas,rank_6,s__Methylomonas_lenta,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Methylomonas,s__Methylomonas_lenta
s__Flavobacterium_urocaniciphilum,g__Flavobacterium,rank_6,s__Flavobacterium_urocaniciphilum,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_urocaniciphilum
g__Oceanobacter,f__Saccharospirillaceae,rank_5,g__Oceanobacter,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Oceanobacter,
s__Oceanobacter_kriegii,g__Oceanobacter,rank_6,s__Oceanobacter_kriegii,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Oceanobacter,s__Oceanobacter_kriegii
g__Legionella_D,f__Legionellaceae,rank_5,g__Legionella_D,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella_D,
s__Legionella_D_israelensis,g__Legionella_D,rank_6,s__Legionella_D_israelensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella_D,s__Legionella_D_israelensis
o__SBR1031,c__Anaerolineae,rank_3,o__SBR1031,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,,,
f__A4b,o__SBR1031,rank_4,f__A4b,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,,
g__OLB13,f__A4b,rank_5,g__OLB13,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__OLB13,
s__Dorea_longicatena_B,g__Dorea,rank_6,s__Dorea_longicatena_B,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea_longicatena_B
g__Staphylothermus,f__Desulfurococcaceae,rank_5,g__Staphylothermus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Staphylothermus,
s__Staphylothermus_marinus,g__Staphylothermus,rank_6,s__Staphylothermus_marinus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Staphylothermus,s__Staphylothermus_marinus
s__Rubritalea_squalenifaciens,g__Rubritalea,rank_6,s__Rubritalea_squalenifaciens,Root,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Rubritalea,s__Rubritalea_squalenifaciens
g__Cellvibrio,f__Cellvibrionaceae,rank_5,g__Cellvibrio,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Cellvibrio,
s__Propionibacterium_acidifaciens,g__Propionibacterium,rank_6,s__Propionibacterium_acidifaciens,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium_acidifaciens
g__Virgibacillus_B,f__Amphibacillaceae,rank_5,g__Virgibacillus_B,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Virgibacillus_B,
s__Virgibacillus_B_alimentarius,g__Virgibacillus_B,rank_6,s__Virgibacillus_B_alimentarius,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Virgibacillus_B,s__Virgibacillus_B_alimentarius
s__Collinsella_sp1,g__Collinsella,rank_6,s__Collinsella_sp1,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella_sp1
g__Sporanaerobacter,f__Sporanaerobacteraceae,rank_5,g__Sporanaerobacter,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Sporanaerobacteraceae,g__Sporanaerobacter,
s__Sporanaerobacter_acetigenes,g__Sporanaerobacter,rank_6,s__Sporanaerobacter_acetigenes,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Sporanaerobacteraceae,g__Sporanaerobacter,s__Sporanaerobacter_acetigenes
g__Sneathiella,f__Sneathiellaceae,rank_5,g__Sneathiella,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sneathiellales,f__Sneathiellaceae,g__Sneathiella,
s__Dorea_formicigenerans,g__Dorea,rank_6,s__Dorea_formicigenerans,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea_formicigenerans
g__Desulfovibrio_A,f__Desulfovibrionaceae,rank_5,g__Desulfovibrio_A,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_A,
s__Desulfovibrio_A_vulgaris_A,g__Desulfovibrio_A,rank_6,s__Desulfovibrio_A_vulgaris_A,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_A,s__Desulfovibrio_A_vulgaris_A
g__Lyngbya,f__Phormidiaceae,rank_5,g__Lyngbya,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Phormidiaceae,g__Lyngbya,
s__Lyngbya_aestuarii,g__Lyngbya,rank_6,s__Lyngbya_aestuarii,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Phormidiaceae,g__Lyngbya,s__Lyngbya_aestuarii
o__Caenarcaniphilales,c__Melainabacteria,rank_3,o__Caenarcaniphilales,Root,d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Caenarcaniphilales,,,
f__2-02-FULL-35-15,o__Caenarcaniphilales,rank_4,f__2-02-FULL-35-15,Root,d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Caenarcaniphilales,f__2-02-FULL-35-15,,
g__WO2-02-FULL-35-,f__2-02-FULL-35-15,rank_5,g__WO2-02-FULL-35-,Root,d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Caenarcaniphilales,f__2-02-FULL-35-15,g__WO2-02-FULL-35-,
f__Caloranaerobacteraceae,o__Tissierellales,rank_4,f__Caloranaerobacteraceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Caloranaerobacteraceae,,
g__Caloranaerobacter,f__Caloranaerobacteraceae,rank_5,g__Caloranaerobacter,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Caloranaerobacteraceae,g__Caloranaerobacter,
s__Caloranaerobacter_azorensis,g__Caloranaerobacter,rank_6,s__Caloranaerobacter_azorensis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Caloranaerobacteraceae,g__Caloranaerobacter,s__Caloranaerobacter_azorensis
s__Thauera_linaloolentis,g__Thauera,rank_6,s__Thauera_linaloolentis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Thauera,s__Thauera_linaloolentis
s__Domibacillus_indicus,g__Domibacillus,rank_6,s__Domibacillus_indicus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Domibacillaceae,g__Domibacillus,s__Domibacillus_indicus
s__Alicyclobacillus_acidocaldarius_A,g__Alicyclobacillus,rank_6,s__Alicyclobacillus_acidocaldarius_A,Root,d__Bacteria,p__Firmicutes,c__Alicyclobacillia,o__Alicyclobacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__Alicyclobacillus_acidocaldarius_A
s__Lactobacillus_G_kunkeei,g__Lactobacillus_G,rank_6,s__Lactobacillus_G_kunkeei,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G_kunkeei
s__Megamonas_funiformis,g__Megamonas,rank_6,s__Megamonas_funiformis,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas_funiformis
s__Riemerella_columbina,g__Riemerella,rank_6,s__Riemerella_columbina,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Riemerella,s__Riemerella_columbina
g__Tepidibacter,f__Peptostreptococcaceae,rank_5,g__Tepidibacter,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Tepidibacter,
s__Tepidibacter_thalassicus,g__Tepidibacter,rank_6,s__Tepidibacter_thalassicus,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Tepidibacter,s__Tepidibacter_thalassicus
s__Legionella_gormanii,g__Legionella,rank_6,s__Legionella_gormanii,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__Legionella_gormanii
g__Magnetococcus,f__Magnetococcaceae,rank_5,g__Magnetococcus,Root,d__Bacteria,p__Proteobacteria,c__Magnetococcia,o__Magnetococcales,f__Magnetococcaceae,g__Magnetococcus,
s__Magnetococcus_marinus,g__Magnetococcus,rank_6,s__Magnetococcus_marinus,Root,d__Bacteria,p__Proteobacteria,c__Magnetococcia,o__Magnetococcales,f__Magnetococcaceae,g__Magnetococcus,s__Magnetococcus_marinus
g__Geopsychrobacter,f__Geopsychrobacteraceae,rank_5,g__Geopsychrobacter,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Desulfuromonadales,f__Geopsychrobacteraceae,g__Geopsychrobacter,
s__Geopsychrobacter_electrodiphilus,g__Geopsychrobacter,rank_6,s__Geopsychrobacter_electrodiphilus,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Desulfuromonadales,f__Geopsychrobacteraceae,g__Geopsychrobacter,s__Geopsychrobacter_electrodiphilus
s__Desulfosporosinus_orientis,g__Desulfosporosinus,rank_6,s__Desulfosporosinus_orientis,Root,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae,g__Desulfosporosinus,s__Desulfosporosinus_orientis
s__Lactobacillus_B_aviarius_B,g__Lactobacillus_B,rank_6,s__Lactobacillus_B_aviarius_B,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_B,s__Lactobacillus_B_aviarius_B
g__Ensifer,f__Rhizobiaceae,rank_5,g__Ensifer,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ensifer,
s__Ensifer_sp1,g__Ensifer,rank_6,s__Ensifer_sp1,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ensifer,s__Ensifer_sp1
s__Borrelia_anserina,g__Borrelia,rank_6,s__Borrelia_anserina,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Borreliales,f__Borreliaceae,g__Borrelia,s__Borrelia_anserina
s__Lactobacillus_G_senioris,g__Lactobacillus_G,rank_6,s__Lactobacillus_G_senioris,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G_senioris
s__Streptococcus_timonensis,g__Streptococcus,rank_6,s__Streptococcus_timonensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_timonensis
f__CAG-433,o__RF39,rank_4,f__CAG-433,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-433,,
g__CAG-594,f__CAG-433,rank_5,g__CAG-594,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-433,g__CAG-594,
s__Desulfovibrio_F_fructosivorans,g__Desulfovibrio_F,rank_6,s__Desulfovibrio_F_fructosivorans,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_F,s__Desulfovibrio_F_fructosivorans
f__SG8-39,o__Betaproteobacteriales,rank_4,f__SG8-39,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SG8-39,,
g__2-12-FULL-68-20,f__SG8-39,rank_5,g__2-12-FULL-68-20,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SG8-39,g__2-12-FULL-68-20,
g__Ornithobacterium,f__Weeksellaceae,rank_5,g__Ornithobacterium,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Ornithobacterium,
s__Ornithobacterium_rhinotracheale,g__Ornithobacterium,rank_6,s__Ornithobacterium_rhinotracheale,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Ornithobacterium,s__Ornithobacterium_rhinotracheale
s__Alistipes_obesi,g__Alistipes,rank_6,s__Alistipes_obesi,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_obesi
s__Thalassospira_profundimaris,g__Thalassospira,rank_6,s__Thalassospira_profundimaris,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Thalassospiraceae,g__Thalassospira,s__Thalassospira_profundimaris
s__Vibrio_ponticus,g__Vibrio,rank_6,s__Vibrio_ponticus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__Vibrio_ponticus
s__Porphyromonas_levii,g__Porphyromonas,rank_6,s__Porphyromonas_levii,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_levii
g__Frondihabitans,f__Microbacteriaceae,rank_5,g__Frondihabitans,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Frondihabitans,
c__Thermaerobacteria,p__Firmicutes_E,rank_2,c__Thermaerobacteria,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,,,,
o__Thermaerobacterales,c__Thermaerobacteria,rank_3,o__Thermaerobacterales,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,o__Thermaerobacterales,,,
f__Thermaerobacteraceae,o__Thermaerobacterales,rank_4,f__Thermaerobacteraceae,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,o__Thermaerobacterales,f__Thermaerobacteraceae,,
g__Thermaerobacter,f__Thermaerobacteraceae,rank_5,g__Thermaerobacter,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,o__Thermaerobacterales,f__Thermaerobacteraceae,g__Thermaerobacter,
s__Thermaerobacter_subterraneus,g__Thermaerobacter,rank_6,s__Thermaerobacter_subterraneus,Root,d__Bacteria,p__Firmicutes_E,c__Thermaerobacteria,o__Thermaerobacterales,f__Thermaerobacteraceae,g__Thermaerobacter,s__Thermaerobacter_subterraneus
s__Photobacterium_damselae,g__Photobacterium,rank_6,s__Photobacterium_damselae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium_damselae
f__HIMB59,o__Pelagibacterales,rank_4,f__HIMB59,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__HIMB59,,
g__HIMB59,f__HIMB59,rank_5,g__HIMB59,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__HIMB59,g__HIMB59,
g__Rummeliibacillus,f__Planococcaceae,rank_5,g__Rummeliibacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Rummeliibacillus,
s__Rummeliibacillus_stabekisii,g__Rummeliibacillus,rank_6,s__Rummeliibacillus_stabekisii,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Rummeliibacillus,s__Rummeliibacillus_stabekisii
s__Lampropedia_cohaerens,g__Lampropedia,rank_6,s__Lampropedia_cohaerens,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Lampropedia,s__Lampropedia_cohaerens
s__Peptoniphilus_A_rhinitidis,g__Peptoniphilus_A,rank_6,s__Peptoniphilus_A_rhinitidis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A_rhinitidis
s__Homeothermus_arabinoxylanisolvens,g__Homeothermus,rank_6,s__Homeothermus_arabinoxylanisolvens,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,g__Homeothermus,s__Homeothermus_arabinoxylanisolvens
g__Sphaerotilus,f__Burkholderiaceae,rank_5,g__Sphaerotilus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Sphaerotilus,
s__Sphaerotilus_natans,g__Sphaerotilus,rank_6,s__Sphaerotilus_natans,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Sphaerotilus,s__Sphaerotilus_natans
g__Aminomonas,f__Synergistaceae,rank_5,g__Aminomonas,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Aminomonas,
s__Aminomonas_paucivorans,g__Aminomonas,rank_6,s__Aminomonas_paucivorans,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Aminomonas,s__Aminomonas_paucivorans
g__Ponticoccus,f__Rhodobacteraceae,rank_5,g__Ponticoccus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ponticoccus,
g__Desulfovermiculus,f__Desulfohalobiaceae,rank_5,g__Desulfovermiculus,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfohalobiaceae,g__Desulfovermiculus,
s__Desulfovermiculus_halophilus,g__Desulfovermiculus,rank_6,s__Desulfovermiculus_halophilus,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfohalobiaceae,g__Desulfovermiculus,s__Desulfovermiculus_halophilus
g__Nodularia,f__Nostocaceae,rank_5,g__Nodularia,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Nostocaceae,g__Nodularia,
s__Nodularia_spumigena,g__Nodularia,rank_6,s__Nodularia_spumigena,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Nostocaceae,g__Nodularia,s__Nodularia_spumigena
s__Lactobacillus_kitasatonis,g__Lactobacillus,rank_6,s__Lactobacillus_kitasatonis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_kitasatonis
g__Stackebrandtia,f__Micromonosporaceae,rank_5,g__Stackebrandtia,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,g__Stackebrandtia,
s__Stackebrandtia_nassauensis,g__Stackebrandtia,rank_6,s__Stackebrandtia_nassauensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,g__Stackebrandtia,s__Stackebrandtia_nassauensis
g__Bacillus_AT,f__Caldalkalibacillaceae,rank_5,g__Bacillus_AT,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Caldalkalibacillales,f__Caldalkalibacillaceae,g__Bacillus_AT,
s__Bacillus_AT_mannanilyticus,g__Bacillus_AT,rank_6,s__Bacillus_AT_mannanilyticus,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Caldalkalibacillales,f__Caldalkalibacillaceae,g__Bacillus_AT,s__Bacillus_AT_mannanilyticus
s__Mycobacterium_fragae,g__Mycobacterium,rank_6,s__Mycobacterium_fragae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__Mycobacterium_fragae
g__Olsenella,f__Atopobiaceae,rank_5,g__Olsenella,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,
s__Olsenella_uli,g__Olsenella,rank_6,s__Olsenella_uli,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella_uli
s__Halanaerobium_hydrogeniformans,g__Halanaerobium,rank_6,s__Halanaerobium_hydrogeniformans,Root,d__Bacteria,p__Firmicutes_F,c__Halanaerobiia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halanaerobium,s__Halanaerobium_hydrogeniformans
s__Listeria_fleischmannii,g__Listeria,rank_6,s__Listeria_fleischmannii,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Listeriaceae,g__Listeria,s__Listeria_fleischmannii
g__Amycolatopsis,f__Pseudonocardiaceae,rank_5,g__Amycolatopsis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Amycolatopsis,
s__Amycolatopsis_pretoriensis,g__Amycolatopsis,rank_6,s__Amycolatopsis_pretoriensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis_pretoriensis
s__Pseudooceanicola_nitratireducens,g__Pseudooceanicola,rank_6,s__Pseudooceanicola_nitratireducens,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudooceanicola,s__Pseudooceanicola_nitratireducens
g__Pseudorhodobacter_A,f__Rhodobacteraceae,rank_5,g__Pseudorhodobacter_A,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudorhodobacter_A,
s__Pseudorhodobacter_A_psychrotolerans,g__Pseudorhodobacter_A,rank_6,s__Pseudorhodobacter_A_psychrotolerans,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudorhodobacter_A,s__Pseudorhodobacter_A_psychrotolerans
s__Nitrosomonas_mobilis,g__Nitrosomonas,rank_6,s__Nitrosomonas_mobilis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosomonas,s__Nitrosomonas_mobilis
g__Eremococcus,f__Aerococcaceae,rank_5,g__Eremococcus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Eremococcus,
